Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12
131.3979224,133.0343578,123.7090536,1.075380936,1.012454043,0.941484091,-532487,-653784,-924743,0.943907216,0.972557147,0.896029945
136.538312,137.0696706,107.3131944,1.277286278,1.003891645,0.785956651,103,255,1968,0.968667669,0.930295569,0.914985962
130.7557073,132.9254768,116.1590021,1.144340726,1.016594071,0.888366592,-3172,-2398,-10604,0.969687923,0.941056978,0.890883897
112.2977928,110.8390773,88.00002276,1.259534643,0.987010292,0.783630921,-6717,-7008,2290,0.988118398,0.955212927,0.943521924
118.8015649,117.1139545,101.3892255,1.155092702,0.985794713,0.853433417,-39195,-31489,-32418,0.955205661,0.957185379,0.910702874
113.8492719,115.6966445,88.74738527,1.303662572,1.016226477,0.779516494,-12726,-6763,52193,0.983716136,0.944700232,0.936046616
108.8387718,108.4142182,91.23702903,1.188269931,0.996099243,0.838276907,-7257,-53306,-33937,0.970634908,0.947934605,0.911167543
114.6992407,106.0593503,75.494598,1.404860124,0.924673517,0.658196144,-69211,-15610,-458374,0.956503776,0.9308783,0.931981465
120.9198861,125.7359955,84.55078847,1.487106126,1.039828928,0.699229806,-11815,-19493,-53826,0.977617035,0.927308219,0.925842026
98.64332344,105.1367764,73.9514156,1.42170066,1.065827597,0.749684956,-59085,-57911,-124480,0.935851544,0.852878224,0.904424985
124.23529,123.5793605,84.55832726,1.46146884,0.994720264,0.680630498,-30289,-10859,-418361,0.96773313,0.917977225,0.922653172
125.6942958,128.9468073,90.09987365,1.431154142,1.025876366,0.716817522,-44217,-41578,-5619,0.959320277,0.917031318,0.928173706
126.6676159,130.6576823,87.72183494,1.489454506,1.031500288,0.692535612,-38699,-238340,-655092,0.977297934,0.917881296,0.936677741
107.9614214,108.1395891,76.25173125,1.41819192,1.00165029,0.706286841,-32592,-57435,-176687,0.979462299,0.955163569,0.954927649
105.6876366,108.7601841,70.92635112,1.533424212,1.029071968,0.671094117,-927220,-918645,-904363,0.980799284,0.876431855,0.89962929
115.436357,104.1084727,79.74477686,1.305520898,0.901869007,0.690811621,-434,-421,-81,0.912701619,0.905750596,0.807703197
120.9721927,110.1218379,91.2004058,1.20747092,0.910307034,0.753895617,-16188,-1481,-4830,0.936192233,0.942529226,0.862284354
133.5174604,136.6680288,97.45012578,1.402440763,1.023596677,0.72986803,-4279,-1275,-327,0.985260664,0.92515096,0.916281234
147.4746539,150.1939624,105.7032766,1.420901672,1.018439159,0.71675555,-2082,-1179,-18614,0.983198902,0.869627549,0.845307568
142.7357696,125.8792627,106.8460701,1.178136571,0.881904116,0.748558475,114,2232,-11994,0.956908602,0.956750026,0.914250302
153.5889288,146.8830462,133.7370343,1.098297468,0.956338763,0.870746579,-280,-275,-730,0.977130473,0.974987989,0.951608373
111.3004112,106.9859838,85.30482245,1.254161028,0.961236196,0.766437622,-71793,-96760,-106456,0.944225231,0.919401301,0.933661253
147.1531926,142.6436751,120.2321454,1.186402145,0.969354946,0.817054277,-28173,-2265,-108006,0.960906047,0.939885809,0.926284574
139.3261192,121.7435003,108.818231,1.118778527,0.873802421,0.781032527,-539,313,-39973,0.923248253,0.945987452,0.87221504
140.3851727,121.9723424,107.0590675,1.139299504,0.868840634,0.762609508,-49,-47,-2569,0.960448405,0.968158743,0.931493515
138.020357,108.6995588,98.20108495,1.106907921,0.787561786,0.711497109,-23,544,1299,0.917051323,0.969225661,0.817991123
129.7379709,128.9096724,126.0573895,1.02262686,0.993615605,0.971630654,4,42,130,0.980732793,0.982602243,0.95104123
135.5923774,131.4839765,126.91491,1.036001022,0.969700355,0.93600328,-533,-39,1307,0.985504179,0.987398817,0.962559712
133.7045466,132.0116454,127.1932923,1.037882132,0.987338492,0.951301175,-982,-96,472,0.974442851,0.978473981,0.938841726
143.1033156,140.9350322,136.8701374,1.029698916,0.984848126,0.956442811,-108411,-69241,-5589,0.979533133,0.973383491,0.950241471
