f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12
90.465,85.514,65.181,1.778,0.87036,0.50607,91.465,86.529,66.272,0.99084,0.95409,0.97352
92.261,89.855,68.608,1.7235,0.94462,0.55176,93.261,90.855,69.718,0.9937,0.98487,0.99179
103.33,96.14,76.783,1.5823,0.84755,0.54353,104.33,97.141,78.247,0.99006,0.96562,0.97132
101.01,95.8,77.167,1.5469,0.8904,0.5802,102.01,96.8,78.35,0.99156,0.97499,0.98007
96.862,88.999,74.141,1.4385,0.84224,0.59104,97.862,89.999,75.245,0.98891,0.9718,0.97581
93.474,84.812,69.363,1.4862,0.81509,0.55081,94.474,85.812,70.6,0.99048,0.97884,0.9785
73.328,73.7,50.749,2.0137,0.94518,0.49207,74.328,74.716,51.761,0.98196,0.91496,0.94808
60.293,55.405,42.392,1.5393,0.72762,0.53197,61.293,56.443,43.402,0.98557,0.93287,0.95339
92.746,99.83,63.39,2.4842,1.1583,0.46771,93.746,100.83,64.39,0.92385,0.7651,0.8998
51.348,43.995,39.053,1.156,0.65979,0.59797,52.348,45.075,40.053,0.99107,0.97353,0.98098
117.69,130.2,112.75,1.5724,1.2206,0.87086,118.69,130.32,112.59,0.96923,0.88327,0.93165
103.57,114.23,100.39,1.4275,1.184,0.90498,104.57,114.69,101.12,0.98342,0.90332,0.92498
83.6,97.233,53.675,3.4628,1.3565,0.41435,84.6,98.233,54.675,0.95519,0.82178,0.9097
70.638,72.836,63.022,1.4368,1.0639,0.81367,71.638,73.836,64.022,0.97369,0.87024,0.91278
146.74,166.78,136.43,1.5396,1.2976,0.85901,147.66,166.2,137.35,0.98763,0.96379,0.97336
167.32,182.88,156.16,1.4354,1.2059,0.86382,167.93,179.57,156.09,0.99025,0.95545,0.96868
129.55,141.62,114.22,1.6654,1.2177,0.76317,130.54,141.48,114.96,0.98254,0.94926,0.96694
155.36,172.15,142.16,1.5093,1.2327,0.83272,156.36,169,141.69,0.99291,0.96673,0.97622
161.47,173.12,162.62,1.1453,1.1578,1.0164,162.42,171.99,161.38,0.99082,0.96861,0.96695
139.83,157.45,133.01,1.4525,1.2809,0.8963,140.79,156.81,133.6,0.98626,0.95664,0.96375
147.78,165.29,150.44,1.2359,1.2554,1.0367,148.78,164.81,149.79,0.99097,0.96024,0.95744
125.02,135.91,119.5,1.3092,1.188,0.91078,125.94,135.73,119.79,0.98322,0.96176,0.96999
120.82,123.61,90.91,2.7233,1.0443,0.56191,121.76,124.59,91.91,0.98557,0.9069,0.9206
103.89,105.38,72.379,3.6158,1.0204,0.51806,104.89,106.38,73.427,0.97312,0.74754,0.78886
95.755,92.951,61.404,2.9013,0.95094,0.40601,96.755,93.951,62.443,0.98526,0.92354,0.9484
120.75,126.4,67.703,4.2306,1.1011,0.32121,121.75,127.4,68.751,0.97657,0.54933,0.65765
120.2,127.45,99.562,2.2694,1.1219,0.67888,121.19,128.44,100.54,0.98023,0.89093,0.89685
109.47,115.39,89.655,1.9698,1.1043,0.70184,110.47,116.39,90.649,0.95783,0.72075,0.76371
93.924,95.26,68.155,2.1201,1.0281,0.53064,94.924,96.26,69.155,0.96362,0.89653,0.93078
122.44,130.71,83.559,3.3004,1.154,0.4672,123.44,131.71,84.559,0.95518,0.48074,0.61976
70.531,69.66,55.591,1.6337,0.98828,0.62688,71.531,70.66,56.596,0.96805,0.95923,0.95175
77.384,84.557,48.479,12.885,1.151,0.45999,78.384,85.557,49.716,0.96836,0.63585,0.71759
71.562,72.1,55.428,1.7464,1.01,0.59073,72.562,73.1,56.435,0.97119,0.96924,0.95947
77.888,88.367,38.445,24.762,1.245,0.37807,78.888,89.367,39.637,0.96146,0.43423,0.55568
103.8,109.64,95.818,1.3777,1.1099,0.8383,104.8,110.64,96.818,0.98243,0.96356,0.95687
103.09,106.92,90.811,1.4868,1.0767,0.75715,104.09,107.92,91.811,0.96709,0.96933,0.96325
111.02,112.43,94.348,1.4272,1.0218,0.71805,112.02,113.43,95.348,0.97572,0.9708,0.94632
81.693,88.369,61.662,2.1374,1.1722,0.56177,82.693,89.369,62.662,0.98554,0.96987,0.94167
