f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12
126.85,80.742,44.534,1.813,0.63654,0.35109,127.85,81.749,45.574,0.92612,0.84553,0.69889
61.578,68.768,38.929,1.7665,1.1168,0.6322,62.579,69.768,39.976,0.97791,0.85996,0.8736
120.99,106.25,96.67,1.0991,0.87818,0.79899,121.99,107.25,97.67,0.95815,0.9784,0.92485
155.29,124.21,99.965,1.2425,0.79983,0.64373,156.29,125.21,100.97,0.89725,0.93121,0.68893
154.02,148.23,144.76,1.0239,0.96239,0.93988,155.02,149.23,145.76,0.99013,0.99455,0.97756
137.96,123.9,104.56,1.185,0.89811,0.7579,138.96,124.9,105.56,0.84826,0.87977,0.71056
132.69,113.21,98.896,1.1447,0.85314,0.74529,133.69,114.21,99.898,0.96864,0.98231,0.93215
172.85,139.71,114.63,1.2188,0.80829,0.66316,173.85,140.71,115.63,0.80053,0.94662,0.5999
122.26,116.28,73.112,1.5904,0.95102,0.59799,123.26,117.28,74.142,0.87435,0.91638,0.82371
118.6,111.62,77.53,1.4397,0.94116,0.65371,119.6,112.62,78.549,0.92581,0.76604,0.80325
79.7,73.253,57.934,1.2644,0.91911,0.72691,80.7,74.253,58.935,0.91944,0.64224,0.63897
53.693,52.896,58.783,0.89985,0.98517,1.0948,54.693,53.896,59.783,0.98221,0.98094,0.96667
133.46,109.99,78.036,1.4095,0.82419,0.58473,134.46,110.99,79.434,0.94516,0.87812,0.8338
105.07,74.464,61.57,1.2094,0.70868,0.58596,106.07,75.466,62.59,0.96669,0.98265,0.93822
115.94,109.18,105.04,1.0395,0.94175,0.90598,116.94,110.18,106.04,0.99191,0.9853,0.96905
112.09,97.829,77.707,1.2589,0.8728,0.69328,113.09,98.83,78.757,0.96593,0.84797,0.7827
121.54,80.533,65.179,1.2356,0.66262,0.53629,122.53,81.608,66.442,0.91859,0.96141,0.89925
86.192,60.567,49.46,1.2246,0.7027,0.57383,87.192,61.567,50.46,0.92322,0.97108,0.81874
78.714,53.488,37.511,1.4259,0.67952,0.47655,79.714,54.488,38.536,0.96315,0.94651,0.88722
104.92,95.137,91.169,1.0435,0.90675,0.86893,105.92,96.137,92.169,0.93826,0.97938,0.87808
86.628,76.869,74.777,1.028,0.88734,0.8632,87.628,77.869,75.782,0.98858,0.95125,0.9166
134.97,92.93,45.327,2.0502,0.68853,0.33583,135.97,93.931,46.395,0.95541,0.83075,0.75622
107.01,81.583,68.142,1.1973,0.76238,0.63677,108.01,82.583,69.142,0.99223,0.95304,0.94263
126.68,119.2,84.673,1.4078,0.94094,0.66838,127.68,120.2,85.673,0.94235,0.69862,0.82143
108.09,79.778,55.122,1.4473,0.73805,0.50995,109.08,80.776,56.484,0.98291,0.97796,0.93305
85.507,59.733,38.965,1.533,0.69858,0.4557,86.507,60.747,40.015,0.97583,0.98106,0.9371
122.6,119.44,50.801,2.3512,0.97426,0.41437,123.6,120.44,51.811,0.93712,0.8258,0.84062
132.88,132.01,51.178,2.5793,0.99339,0.38513,133.88,133.01,52.622,0.95872,0.50758,0.53119
169.54,145.67,108.08,1.3478,0.85925,0.63751,170.54,146.67,109.08,0.94088,0.80307,0.77574
137.36,118.84,100.89,1.178,0.86519,0.73448,138.36,119.84,101.89,0.95396,0.86842,0.7112
174.29,149.51,131.71,1.1352,0.85785,0.75569,175.29,150.51,132.71,0.96305,0.98848,0.94288
74.773,72.128,30.924,2.3324,0.96462,0.41357,75.773,73.128,32.046,0.82856,0.53471,0.64898
130.22,118.91,110.88,1.0724,0.91316,0.85153,131.22,119.91,111.88,0.99546,0.99618,0.99168
178.99,139.94,121.21,1.1545,0.78185,0.6772,179.99,140.94,122.21,0.92029,0.97921,0.90923
140.65,135.72,84.51,1.606,0.96495,0.60085,141.65,136.72,85.51,0.86311,0.96621,0.89397
176.24,136.32,91.116,1.4961,0.77347,0.517,177.24,137.32,92.116,0.87115,0.8925,0.73412
111.46,111.41,46.541,2.3937,0.99955,0.41757,112.46,112.41,47.545,0.91931,0.85909,0.82592
106.56,106.65,47.969,2.2234,1.0009,0.45018,107.56,107.65,48.988,0.8502,0.85658,0.85012
147.62,143.81,70.413,2.0424,0.97424,0.477,148.62,144.81,71.413,0.70407,0.66142,0.71475
124.19,128.38,62.397,2.0576,1.0337,0.50241,125.19,129.38,63.397,0.87311,0.85643,0.82715
86.689,97.286,49.907,1.9493,1.1222,0.5757,87.689,98.286,51.001,0.90263,0.90079,0.84359
109.35,116.73,55.378,2.1079,1.0675,0.50643,110.35,117.73,56.389,0.97246,0.92885,0.92844
153.93,117.06,102.96,1.1369,0.76047,0.66891,154.93,118.06,104.01,0.97809,0.97071,0.93362
181.17,139.55,116.43,1.1985,0.77028,0.64268,182.17,140.55,117.68,0.94988,0.91248,0.95988
39.485,42.114,19.611,2.1475,1.0666,0.49666,40.488,43.115,20.743,0.94674,0.90028,0.90069
177.81,145.28,132.16,1.0993,0.81704,0.74323,178.81,146.28,133.16,0.72943,0.95115,0.77211
182.84,131.83,102.94,1.2807,0.721,0.56297,183.84,132.83,104.02,0.86349,0.86797,0.78299
131.51,96.618,82.142,1.1762,0.73467,0.6246,132.51,97.618,83.331,0.78105,0.79589,0.85108
164.36,147.63,139.71,1.0566,0.8982,0.85005,165.36,148.63,140.72,0.95164,0.95517,0.84614
103.42,92.986,48.218,1.9284,0.89912,0.46624,104.42,93.986,49.724,0.93939,0.8067,0.9234
137.46,118.62,62.734,1.8909,0.86297,0.45638,138.46,119.62,65.094,0.90946,0.81549,0.90986
94.1,72.155,35.69,2.0217,0.76679,0.37927,95.1,73.155,37.495,0.85549,0.67542,0.88021
117.72,111.55,105.34,1.059,0.94759,0.89482,118.72,112.55,106.34,0.99325,0.99523,0.9868
98.314,91.418,79.246,1.1536,0.92986,0.80605,99.314,92.42,80.254,0.99225,0.97818,0.97477
104.11,93.06,81.154,1.1467,0.89387,0.77951,105.11,94.06,82.154,0.99575,0.99287,0.98699
116.75,111.69,96.227,1.1606,0.95664,0.82423,117.75,112.69,97.237,0.9818,0.9801,0.97621
