f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12
113.73,128.69,49.987,6.6816,1.2815,0.19324,114.73,129.69,51.223,0.93615,0.91547,0.94311
120.82,133.84,51.683,6.739,1.2279,0.18295,121.82,134.84,52.85,0.92925,0.9299,0.96007
73.961,82.001,18.547,140.09,1.3692,0.07849,74.962,83.001,24.286,0.98145,0.69441,0.75033
74.056,81.603,20.318,239.23,1.3231,0.089593,75.056,82.603,25.797,0.9858,0.71094,0.73702
81.35,84.784,56.149,32.547,1.3288,0.34312,82.351,85.784,63.274,0.99128,0.90624,0.92805
82.008,75.945,49.394,40.958,1.0449,0.30473,83.008,76.945,55.55,0.9921,0.91409,0.93022
126.7,93.339,87.978,1.1708,0.5232,0.46444,127.7,94.339,89.04,0.95396,0.95291,0.92403
104.74,71.551,67.935,1.2311,0.41185,0.37067,105.74,72.551,68.935,0.92171,0.95787,0.92321
108.7,91.461,81.927,1.3836,0.7385,0.60812,109.7,92.461,83.268,0.96494,0.84207,0.80633
148.75,113.79,109.19,1.0861,0.58521,0.53882,149.75,114.79,110.19,0.95636,0.98491,0.96263
121.05,109.87,98.07,1.258,0.82339,0.65709,122.05,110.87,99.07,0.91778,0.93173,0.78324
125.19,113.22,101.11,1.2563,0.8175,0.65316,126.19,114.22,102.11,0.9147,0.9293,0.77328
95.753,86.569,77.667,1.2426,0.81812,0.65961,96.753,87.569,78.667,0.98586,0.98948,0.9621
116.28,103.54,92.059,1.2658,0.79289,0.62683,117.28,104.54,93.059,0.98793,0.98621,0.96236
95.326,70.576,50.18,2.029,0.56798,0.27868,96.326,71.576,51.182,0.92778,0.94536,0.92186
97.569,70.047,51.411,1.8874,0.52044,0.27774,98.569,71.047,52.413,0.92166,0.95999,0.93573
112.78,81.842,59.573,1.8878,0.52672,0.27912,113.78,82.842,60.573,0.98252,0.96465,0.93619
106.79,75.803,56.826,1.7848,0.50416,0.28392,107.79,76.803,57.826,0.98071,0.97714,0.95816
100.92,93.258,89.663,1.0822,0.85397,0.78946,101.92,94.258,90.663,0.96274,0.97051,0.94311
104.88,97.461,94.252,1.0693,0.86371,0.80784,105.88,98.461,95.252,0.96118,0.98028,0.95551
98.321,91.225,87.934,1.0763,0.86099,0.79997,99.321,92.225,88.934,0.9641,0.98095,0.95307
104.47,95.881,92.283,1.0796,0.84247,0.78051,105.47,96.881,93.283,0.98549,0.98375,0.97435
65.496,61.966,60.971,1.0331,0.89505,0.86715,66.496,62.966,61.971,0.95898,0.9673,0.94029
75.933,73.114,72.74,1.0104,0.92715,0.91782,76.933,74.114,73.74,0.94687,0.94993,0.92844
70.032,66.499,65.39,1.0342,0.90187,0.87205,71.032,67.499,66.39,0.95174,0.97199,0.95833
78.022,74.874,73.883,1.027,0.92106,0.89687,79.022,75.874,74.883,0.95376,0.97342,0.95019
87.974,85.591,84.084,1.0361,0.94663,0.91362,88.974,86.591,85.084,0.85765,0.93404,0.85261
90.478,87.706,86.351,1.0317,0.93984,0.91105,91.478,88.706,87.351,0.86104,0.929,0.85606
86.54,83.851,82.563,1.0315,0.93886,0.91023,87.54,84.851,83.563,0.85956,0.95208,0.89691
89.864,86.028,84.366,1.0397,0.91678,0.88186,90.864,87.028,85.366,0.91682,0.93201,0.79819
116.82,109.86,107.89,1.0368,0.88502,0.854,117.82,110.86,108.89,0.9495,0.96058,0.93867
118.22,110.88,108.96,1.0355,0.87991,0.84986,119.22,111.88,109.96,0.94342,0.96641,0.93478
120.31,112.15,109.23,1.0531,0.87188,0.83026,121.31,113.15,110.23,0.96855,0.95431,0.91995
114.96,108.24,106.39,1.0351,0.88654,0.85656,115.96,109.24,107.39,0.968,0.97683,0.9576
80.676,50.508,38.433,1.7345,0.39027,0.22592,81.676,51.508,39.435,0.96972,0.97921,0.93412
80.044,50.282,37.538,1.8602,0.39271,0.21748,81.044,51.282,38.543,0.91682,0.92674,0.93679
93.821,62.622,48.398,1.6728,0.44631,0.26734,94.821,63.622,49.399,0.95181,0.96304,0.85356
